"compound"	"label"	"case"	"pos"	"head.word"	"head.pos"	"sentence"	"citat"	"text"	"cpdID"	"pos1"	"pos2"	"lemma1"	"lemma2"	"intLabel"	"cpdType"	"endoExo"	"lemma1id"	"lemma2id"	"occID1"	"occID2"	"time.slot"	"veda"	"sakha"	"group"	"register"
"sarva-sāṃpadāni"	"root"	"Nom"	"ADJ"			"audumbarādīni bhakṣaṇāntāni sarvasāṃpadāni //"	"KauśS, 2, 2, 11"	"Kauśikasūtra"	26	"ADJ"	"ADJ"	"sarva"	"sāmpada"	"det"	"attrib"	"endo"	104444	112799	4497963	4497964	"5-SU"	"AV"	"Śaunaka"	"GS"	"prose"
"satya-uttarā"	"xcomp"	"Nom"	"ADJ"	"uditā"	"VERB"	"tasmād vicakṣaṇavatīm eva vācaṃ vadet satyottarā haivāsya vāg uditā bhavati bhavati //"	"AB, 1, 6, 12"	"Aitareyabrāhmaṇa"	4653	"ADJ"	"ADJ"	"satya"	"uttara"	"amod"	"attrib"	"endo"	16630	55672	4612404	4612405	"3-PO"	"RV"	"Āśvalāyana"	"B"	"prose"
"savya-uttānau"	"orphan"	"Acc"	"ADJ"	"madhyamāyām"	"ADJ"	"savyottānau madhyamāyāṃ namo vaḥ pitaro ghorāya namo vaḥ pitaro rasāyeti //"	"KhādGS, 3, 5, 25"	"Khādiragṛhyasūtra"	998	"ADJ"	"ADJ"	"savya"	"uttāna"	"amod"	"attrib"	"endo"	105472	55604	4998683	4998684	"5-SU"	"SV"	"Rāṇāyanīya"	"GS"	"prose"
"śīta-uṣṇābhiḥ"	"acl"	"Ins"	"ADJ"	"adbhiḥ"	"NOUN"	"nāpitaṃ śiṣyācchītoṣṇābhir adbhir abarthaṃ kurvāṇo akṣaṇvan kuśalī kurviti //"	"ĀśvGS, 1, 17, 17"	"Āśvalāyanagṛhyasūtra"	1302	"ADJ"	"ADJ"	"śīta"	"uṣṇa"	"compound"	"coord"	"endo"	126116	38219	5002251	5002252	"5-SU"	"RV"	"Āśvalāyana"	"GS"	"prose"
"śīta-uṣṇābhiḥ"	"acl"	"Ins"	"ADJ"	"adbhiḥ"	"NOUN"	"śītoṣṇābhir adbhiḥ snātvā yuvaṃ vastrāṇi pīvasā vasāthe ity ahate vāsasī ācchādyāśmanas tejo 'si cakṣur me pāhīti cakṣuṣī āñjayīta //"	"ĀśvGS, 3, 8, 9"	"Āśvalāyanagṛhyasūtra"	1397	"ADJ"	"ADJ"	"śīta"	"uṣṇa"	"compound"	"coord"	"endo"	126116	38219	5013644	5013645	"5-SU"	"RV"	"Āśvalāyana"	"GS"	"prose"
"śīta-uṣṇāḥ"	"acl"	"Acc"	"ADJ"	"apaḥ"	"NOUN"	"paścāt kārayiṣyamāṇasyāvasthāya śītoṣṇā apaḥ samānīyoṣṇena vāya udakenehīti //"	"ĀśvGS, 1, 17, 6"	"Āśvalāyanagṛhyasūtra"	1294	"ADJ"	"ADJ"	"śīta"	"uṣṇa"	"compound"	"coord"	"endo"	126116	38219	5002121	5002122	"5-SU"	"RV"	"Āśvalāyana"	"GS"	"prose"
"śīta-uṣṇābhiḥ"	"acl"	"Ins"	"ADJ"	"adbhiḥ"	"NOUN"	"śītoṣṇābhir adbhir hiraṇyāntarhitābhir enaṃ snāpayecchivā naḥ śaṃtamā bhava sumṛḍīkā sarasvati mā te vyoma saṃdṛśīti //"	"JaimGS, 1, 19, 10"	"Jaiminigṛhyasūtra"	611	"ADJ"	"ADJ"	"śīta"	"uṣṇa"	"compound"	"coord"	"endo"	126116	38219	5197928	5197929	"5-SU"	"SV"	"Jaiminīya"	"GS"	"prose"
"sthāvara-jaṅgamāni"	"acl"	"Acc"	"ADJ"	"bhūtāni"	"NOUN"	"kenāham ekenākṣareṇa sarvāṃś ca kāmānt sarvāṃś ca lokānt sarvāṃś ca devānt sarvāṃś ca vedānt sarvāṃś ca yajñānt sarvāṃś ca śabdānt sarvāś ca vyuṣṭīḥ sarvāṇi ca bhūtāni sthāvarajaṅgamāny anubhaveyam iti //"	"GB, 1, 1, 16, 3"	"Gopathabrāhmaṇa"	5625	"ADJ"	"ADJ"	"sthāvara"	"jaṅgama"	"compound"	"coord"	"endo"	102955	52996	4894091	4894092	"4-PL"	"AV"	"Paippalāda"	"B"	"prose"
"sthāvara-jaṅgamāni"	"acl"	"Acc"	"ADJ"	"bhūtāni"	"NOUN"	"tayā sarvāṃś ca kāmānt sarvāṃś ca lokānt sarvāṃś ca devānt sarvāṃś ca vedānt sarvāṃś ca yajñānt sarvāṃś ca śabdānt sarvāś ca vyuṣṭīḥ sarvāṇi ca bhūtāni sthāvarajaṅgamāny anvabhavat //"	"GB, 1, 1, 16, 6"	"Gopathabrāhmaṇa"	5632	"ADJ"	"ADJ"	"sthāvara"	"jaṅgama"	"compound"	"coord"	"endo"	102955	52996	4894137	4894138	"4-PL"	"AV"	"Paippalāda"	"B"	"prose"
"sva-tavasaḥ"	"nsubj"	"Nom"	"ADJ"	"mardhanti"	"VERB"	"nakṣanti rudrā avasā namasvinaṃ na mardhanti svatavaso haviṣkṛtam //"	"ṚV, 1, 166, 2"	"Ṛgveda"	3151	"ADJ"	"ADJ"	"sva"	"tavas"	"amod"	"attrib"	"endo"	114356	96932	4529870	4529871	"2-MA"	"RV"	"Śākala"	"S"	"metrical"
"sviṣṭakṛt-caturthībhyaḥ"	"acl"	"Dat"	"ADJ"	"devatābhyaḥ"	"NOUN"	"anāhitāgnir navaṃ prāśiṣyann āgrayaṇadevatābhyaḥ sviṣṭakṛccaturthībhyaḥ svāhākāreṇa gṛhye 'gnau juhuyāt //"	"ŚāṅkhGS, 3, 8, 1"	"Śāṅkhāyanagṛhyasūtra"	1573	"ADJ"	"ADJ"	"sviṣṭakṛt"	"caturtha"	"nmod"	"subord"	"endo"	121821	164247	5197284	5197285	"5-SU"	"RV"	"Śāṅkhāyana"	"GS"	"prose"
"tryavara-ardhān"	"obl"	"Acc"	"ADJ"	"atītya"	"VERB"	"tāṃs tryavarārdhān atītya yaḥ same bhūmyai svād yone rūḍha ṛjur ūrdhvaśākho bahuparṇo bahuśākho 'pratiśuṣkāgro 'vraṇaḥ pratyaṅṅ upanatas tam aty anyān agām ity upasthāya taṃ tvā juṣa iti spṛṣṭvā devas tvā savitā madhvānaktv iti sruveṇa gulphamātre paryajyauṣadhe trāyasvainam ity ūrdhvāgraṃ barhir antardhāya svadhite mainaṃ hiṃsīr iti pradakṣiṇam anakṣasaṅgaṃ vṛścet //"	"VaikhŚS, 10, 1, 9"	"Vaikhānasaśrautasūtra"	7696	"ADJ"	"ADJ"	"tryavara"	"ardha"	"nmod"	"subord"	"endo"	100327	53321	5423750	5423751	"5-SU"	"Black YV"	"Taittirīya"	"ŚS"	"prose"
"udak-pravaṇe"	"acl"	"Loc"	"ADJ"	"ūṣare"	"NOUN"	"ūṣara udakpravaṇe same vā //"	"KātyŚS, 21, 3, 16"	"Kātyāyanaśrautasūtra"	6391	"ADJ"	"ADJ"	"udañc"	"pravaṇa"	"amod"	"attrib"	"endo"	166381	155540	5419213	5419214	"5-SU"	"White YV"	"Mādhyandina"	"ŚS"	"prose"
"udīcīna-pravaṇe"	"conj"	"Loc"	"ADJ"	"pravaṇe"	"ADJ"	"prācīnapravaṇa udīcīnapravaṇe prāgudakpravaṇe same vā deśa uddhatyāvokṣya //"	"HirGS, 1, 1, 9"	"Hiraṇyakeśigṛhyasūtra"	785	"ADJ"	"ADJ"	"udīcīna"	"pravaṇa"	"amod"	"attrib"	"endo"	56352	155540	5062179	5062180	"5-SU"	"Black YV"	"Taittirīya"	"GS"	"prose"
"ūrdhva-avācibhyām"	"obl"	"Ins"	"ADJ"	"nayet"	"VERB"	"avāntaradiśāṃ cordhvāvācibhyāṃ ca //"	"KhādGS, 4, 2, 22"	"Khādiragṛhyasūtra"	1045	"ADJ"	"ADJ"	"ūrdhva"	"avāñc"	"compound"	"coord"	"endo"	38446	216454	4999481	4999482	"5-SU"	"SV"	"Rāṇāyanīya"	"GS"	"prose"
"ūrdhva-kṛśanam"	"acl"	"Acc"	"ADJ"	"madam"	"NOUN"	"ayam bibharty ūrdhvakṛśanam madam ṛbhur na kṛtvyam madam //"	"ṚV, 10, 144, 2"	"Ṛgveda"	4025	"ADJ"	"ADJ"	"ūrdhva"	"kṛśana"	"obl"	"subord"	"endo"	38446	4026	4363671	4363672	"2-MA"	"RV"	"Śākala"	"S"	"metrical"
"vaidika-laukikānām"	"acl"	"Gen"	"ADJ"	"karmaṇām"	"NOUN"	"yasyā bhāve vaidikalaukikānāṃ bhūtirbhavati karmaṇām /"	"PārGS, 2, 17, 9"	"Pāraskaragṛhyasūtra"	736	"ADJ"	"ADJ"	"vaidika"	"laukika"	"compound"	"coord"	"endo"	118724	67445	5220866	5220867	"5-SU"	"White YV"	"Mādhyandina"	"GS"	"prose"
"vaiṣṇava-vāruṇīm"	"xcomp"	"Acc"	"ADJ"	"ālabhata"	"VERB"	"vaiṣṇavavāruṇīṃ tu pūrvāṃ vaśām ālabhata //"	"MS, 2, 5, 3, 52"	"Maitrāyaṇīsaṃhitā"	5513	"ADJ"	"ADJ"	"vaiṣṇava"	"vāruṇa"	"compound"	"coord"	"endo"	120873	46601	4957083	4957084	"3-PO"	"Black YV"	"Maitrāyaṇa"	"S"	"prose"
"vaiṣṇava-vāruṇīm"	"xcomp"	"Acc"	"ADJ"	"ālabheta"	"VERB"	"vaiṣṇavavāruṇīṃ tu pūrvāṃ vaśām ālabheta //"	"MS, 2, 5, 3, 57"	"Maitrāyaṇīsaṃhitā"	5514	"ADJ"	"ADJ"	"vaiṣṇava"	"vāruṇa"	"compound"	"coord"	"endo"	120873	46601	4957121	4957122	"3-PO"	"Black YV"	"Maitrāyaṇa"	"S"	"prose"
"vaiśvānara-pārjanye"	"acl"	"Acc"	"ADJ"	"haviṣī"	"NOUN"	"vaiśvānarapārjanye haviṣī agnīṣomīyasya paśoḥ paśupurolāśe anvāyātayeyuḥ /"	"ĀśvŚS, 9, 2, 6"	"Āśvālāyanaśrautasūtra"	6129	"ADJ"	"ADJ"	"vaiśvānara"	"pārjanya"	"compound"	"coord"	"endo"	120451	94217	5424638	5424639	"5-SU"	"RV"	"Āśvalāyana"	"ŚS"	"prose"
"viśva-bheṣajyā"	"acl"	"Ins"	"ADJ"	"vīrudhā"	"NOUN"	"idaṃ taṃ viśvabheṣajyābhi ṣiñcāmi vīrudhā //"	"AVŚ, 6, 136, 3"	"Atharvaveda (Śaunaka)"	4431	"ADJ"	"ADJ"	"viśva"	"bheṣajya"	"det"	"attrib"	"endo"	139262	25936	4777239	4777240	"2-MA"	"AV"	"Śaunaka"	"S"	"metrical"
"viśva-śambhuvam"	"acl"	"Acc"	"ADJ"	"agnim"	"NOUN"	"agniṃ ca viśvaśambhuvam //"	"ṚV, 10, 9, 6"	"Ṛgveda"	3809	"ADJ"	"ADJ"	"viśva"	"śambhu"	"amod"	"attrib"	"endo"	139262	116750	4308179	4308180	"2-MA"	"RV"	"Śākala"	"S"	"metrical"
"vyakta-avyaktam"	"acl"	"Nom"	"ADJ"	"viśvam"	"ADJ"	"saṃyuktam etat kṣaram akṣaraṃ ca vyaktāvyaktaṃ bharate viśvam īśaḥ /"	"ŚvetU, 1, 8"	"Śvetāśvataropaniṣad"	2067	"ADJ"	"ADJ"	"vyakta"	"avyakta"	"compound"	"coord"	"endo"	120940	59728	2520518	2520519	"5-SU"	"Black YV"	"None"	"U"	"metrical"
"sa-jitvarīḥ"	"acl"	"Nom"	"ADJ"	"aśvāḥ"	"NOUN"	"aśvā iva sajitvarīr vīrudhaḥ pārayiṣṇvaḥ //"	"ṚV, 10, 97, 3"	"Ṛgveda"	4011	"ADV"	"ADJ"	"sa"	"jitvan"	"advmod"	"attrib"	"endo"	202954	88975	4337047	4337048	"2-MA"	"RV"	"Śākala"	"S"	"metrical"
"su-apāke"	"acl"	"Loc"	"ADJ"	"tve"	"PRON"	"ā yasmin tve sv apāke yajatra yakṣad rājan sarvatāteva nu dyauḥ /"	"ṚV, 6, 12, 2"	"Ṛgveda"	3454	"ADV"	"ADJ"	"su"	"apāka"	"advmod"	"attrib"	"endo"	204329	21255	4480729	4480730	"1-RV"	"RV"	"Śākala"	"S"	"metrical"
"su-bhadram"	"acl"	"Acc"	"ADJ"	"bhojanam"	"NOUN"	"śaśvatī nāry abhicakṣyāha subhadram arya bhojanam bibharṣi //"	"ṚV, 8, 1, 34"	"Ṛgveda"	3626	"ADV"	"ADJ"	"su"	"bhadra"	"advmod"	"attrib"	"endo"	204329	48731	4705796	4705797	"2-MA"	"RV"	"Śākala"	"S"	"metrical"
"su-bhadrām"	"acl"	"Acc"	"ADJ"	"saṃvidam"	"NOUN"	"tasya vā tvam mana icchā sa vā tavādhā kṛṇuṣva saṃvidaṃ subhadrām //"	"ṚV, 10, 10, 14"	"Ṛgveda"	3812	"ADV"	"ADJ"	"su"	"bhadra"	"advmod"	"attrib"	"endo"	204329	48731	4882037	4882038	"2-MA"	"RV"	"Śākala"	"S"	"metrical"
"su-dhitam"	"acl"	"Acc"	"ADJ"	"garbham"	"NOUN"	"garbham mātā sudhitaṃ vakṣaṇāsv avenantaṃ tuṣayantī bibharti //"	"ṚV, 10, 27, 16"	"Ṛgveda"	3900	"ADV"	"ADJ"	"su"	"dhita"	"obj"	"subord"	"endo"	204329	42630	4406246	4406247	"2-MA"	"RV"	"Śākala"	"S"	"metrical"
"su-mārtsnam"	"xcomp"	"Acc"	"ADJ"	"vikṛṣanti"	"VERB"	"kvāham bhavānīti tapyasvety abravīt sātapyata sā sikatā asṛjataitad vai mṛt tapyate yad enāṃ vikṛṣanti tasmād yadyapi sumārtsnaṃ vikṛṣanti saikatamivaiva bhavaty etāvannu tad yat kvāham bhavāni kvāha bhavānīti //"	"ŚBM, 6, 1, 3, 4"	"Śatapathabrāhmaṇa"	2537	"ADV"	"ADJ"	"su"	"mārtsna"	"advmod"	"attrib"	"endo"	204329	79428	5071937	5071938	"3-PO"	"White YV"	"Mādhyandina"	"B"	"prose"
"su-mitriyāḥ"	"root"	"Nom"	"ADJ"			"sumitriyā na āpa oṣadhayaḥ santu durmitriyās tasmai santu yo 'smān dveṣṭi yaṃ ca vayaṃ dviṣmaḥ //"	"VSM, 6, 22"	"Vājasaneyisaṃhitā (Mādhyandina)"	6792	"ADV"	"ADJ"	"su"	"mitriya"	"advmod"	"attrib"	"endo"	204329	133077	5022973	5022974	"2-MA"	"White YV"	"Mādhyandina"	"S"	"metrical"
"su-nirmalām"	"acl"	"Acc"	"ADJ"	"prāptim"	"NOUN"	"sunirmalām imāṃ prāptim īśāno jyotir avyayaḥ //"	"ŚvetU, 3, 12"	"Śvetāśvataropaniṣad"	2130	"ADV"	"ADJ"	"su"	"nirmala"	"advmod"	"attrib"	"endo"	204329	34389	2521251	2521252	"5-SU"	"Black YV"	"None"	"U"	"metrical"
"su-palpūlitam"	"conj"	"Acc"	"ADJ"	"dantam"	"NOUN"	"kūṭakarṇakāṇakhaṇḍakhañjaghṛṣṭavaṇḍaśloṇasaptaśaphavarjaṃ pannadantaṃ yūthyaṃ mātṛpitṛbhrātṛsakhimantaṃ supalpūlitaṃ paṭṭānītaṃ cātvālotkarāvantareṇa nītvā yūpam agreṇa purastāt pratyaṅmukham avasthāpyeṣe tveti barhiṣī ādāyopavīr asīti plakṣaśākhām upo devān iti yajuṣā prajāpater jāyamānā imaṃ paśum ity ṛgbhyāṃ ca tābhyāṃ tayā ca paśum upaspṛśann indrāgnibhyāṃ tvā juṣṭam upākaromīti yathādevam upākaroti //"	"VaikhŚS, 10, 9, 10"	"Vaikhānasaśrautasūtra"	7783	"ADV"	"ADJ"	"su"	"palpūlita"	"advmod"	"attrib"	"endo"	204329	92539	5426001	5426002	"5-SU"	"Black YV"	"Taittirīya"	"ŚS"	"prose"
"su-prācī"	"root"	"Nom"	"ADJ"			"sā naḥ suprācī supratīcy edhi mitras tvā padi badhnītāṃ pūṣādhvanas pātv indrāyādhyakṣāya //"	"VSM, 4, 19"	"Vājasaneyisaṃhitā (Mādhyandina)"	6756	"ADV"	"ADJ"	"su"	"prāñc"	"advmod"	"attrib"	"endo"	204329	166382	5017080	5017081	"2-MA"	"White YV"	"Mādhyandina"	"S"	"metrical"
"su-pratīcī"	"conj"	"Nom"	"ADJ"	"prācī"	"ADJ"	"sā naḥ suprācī supratīcy edhi mitras tvā padi badhnītāṃ pūṣādhvanas pātv indrāyādhyakṣāya //"	"VSM, 4, 19"	"Vājasaneyisaṃhitā (Mādhyandina)"	6757	"ADV"	"ADJ"	"su"	"pratyañc"	"advmod"	"attrib"	"endo"	204329	166384	5017082	5017083	"2-MA"	"White YV"	"Mādhyandina"	"S"	"metrical"
"su-prāvīḥ"	"acl"	"Nom"	"ADJ"	"martyaḥ"	"NOUN"	"aśvāvati prathamo goṣu gacchati suprāvīr indra martyas tavotibhiḥ /"	"ṚV, 1, 83, 1"	"Ṛgveda"	3090	"ADV"	"ADJ"	"su"	"prāvī"	"advmod"	"attrib"	"endo"	204329	152270	4421482	4421483	"2-MA"	"RV"	"Śākala"	"S"	"metrical"
"su-priyā"	"advcl"	"Nom"	"ADJ"	"kurve"	"VERB"	"tenā ni kurve tvām ahaṃ yathā te 'sāni supriyā //"	"AVŚ, 7, 38, 2"	"Atharvaveda (Śaunaka)"	4434	"ADV"	"ADJ"	"su"	"priya"	"advmod"	"attrib"	"endo"	204329	153185	4810860	4810861	"2-MA"	"AV"	"Śaunaka"	"S"	"metrical"
"su-ścandram"	"amod"	"Acc"	"ADJ"	"varṇam"	"NOUN"	"nimeghamānā atyena pājasā suścandraṃ varṇaṃ dadhire supeśasam //"	"ṚV, 2, 34, 13"	"Ṛgveda"	3275	"ADV"	"ADJ"	"su"	"ścandra"	"advmod"	"attrib"	"endo"	204329	127509	4414687	4414688	"1-RV"	"RV"	"Śākala"	"S"	"metrical"
"su-ścandram"	"conj"	"Acc"	"ADJ"	"anūnam"	"ADJ"	"anūnam agnim purudhā suścandraṃ devasya marmṛjataś cāru cakṣuḥ //"	"ṚV, 4, 2, 19"	"Ṛgveda"	3352	"ADV"	"ADJ"	"su"	"ścandra"	"advmod"	"attrib"	"endo"	204329	127509	4432746	4432747	"1-RV"	"RV"	"Śākala"	"S"	"metrical"
"su-śevaḥ"	"acl"	"Nom"	"ADJ"	"savitā"	"NOUN"	"pra tvā muñcāmi varuṇasya pāśād yena tvābadhnāt savitā suśevaḥ /"	"ṚV, 10, 85, 24"	"Ṛgveda"	4001	"ADV"	"ADJ"	"su"	"śeva"	"advmod"	"attrib"	"endo"	204329	218714	4327881	4327882	"2-MA"	"RV"	"Śākala"	"S"	"metrical"
"su-śevaḥ"	"acl"	"Nom"	"ADJ"	"sakhā"	"NOUN"	"tvam putro bhavasi yas te 'vidhat tvaṃ sakhā suśevaḥ pāsy ādhṛṣaḥ //"	"ṚV, 2, 1, 9"	"Ṛgveda"	3182	"ADV"	"ADJ"	"su"	"śeva"	"advmod"	"attrib"	"endo"	204329	218714	4394205	4394206	"1-RV"	"RV"	"Śākala"	"S"	"metrical"
"su-śevaḥ"	"acl"	"Nom"	"ADJ"	"sakhā"	"NOUN"	"sakhā suśeva edhi naḥ //"	"ṚV, 1, 91, 15"	"Ṛgveda"	3095	"ADV"	"ADJ"	"su"	"śeva"	"advmod"	"attrib"	"endo"	204329	218714	4425559	4425560	"2-MA"	"RV"	"Śākala"	"S"	"metrical"
"su-śevaḥ"	"acl"	"Nom"	"ADJ"	"sakhā"	"NOUN"	"sakhā suśeva edhi naḥ //"	"ṚV, 7, 55, 1"	"Ṛgveda"	3575	"ADV"	"ADJ"	"su"	"śeva"	"advmod"	"attrib"	"endo"	204329	218714	4625004	4625005	"1-RV"	"RV"	"Śākala"	"S"	"metrical"
"su-śevam"	"acl"	"Acc"	"ADJ"	"sūnum"	"NOUN"	"prati me stomam aditir jagṛbhyāt sūnuṃ na mātā hṛdyaṃ suśevam /"	"ṚV, 5, 42, 2"	"Ṛgveda"	3414	"ADV"	"ADJ"	"su"	"śeva"	"advmod"	"attrib"	"endo"	204329	218714	4458179	4458180	"1-RV"	"RV"	"Śākala"	"S"	"metrical"
"su-śevām"	"acl"	"Acc"	"ADJ"	"pṛthivīm"	"NOUN"	"upa sarpa mātaram bhūmim etām uruvyacasam pṛthivīṃ suśevām /"	"ṚV, 10, 18, 10"	"Ṛgveda"	3859	"ADV"	"ADJ"	"su"	"śeva"	"advmod"	"attrib"	"endo"	204329	218714	4593526	4593527	"2-MA"	"RV"	"Śākala"	"S"	"metrical"
"su-śevaḥ"	"conj"	"Nom"	"ADJ"	"urugāyaḥ"	"ADJ"	"eṣa panthā urugāyaḥ suśevo yam putriṇa ākramante viśokāḥ tam paśyanti paśavo vayāṃsi ca tasmāt te mātrāpi mithunībhavanti //"	"AB, 7, 13, 13"	"Aitareyabrāhmaṇa"	4971	"ADV"	"ADJ"	"su"	"śeva"	"advmod"	"attrib"	"endo"	204329	218714	4930646	4930647	"4-PL"	"RV"	"Āśvalāyana"	"B"	"prose"
"su-śevāḥ"	"conj"	"Nom"	"ADJ"	"śvātrāḥ"	"ADJ"	"śvātrāḥ pītā bhavata yūyam āpo asmākam antar udare suśevāḥ /"	"VSM, 4, 12"	"Vājasaneyisaṃhitā (Mādhyandina)"	6752	"ADV"	"ADJ"	"su"	"śeva"	"advmod"	"attrib"	"endo"	204329	218714	5016943	5016944	"2-MA"	"White YV"	"Mādhyandina"	"S"	"metrical"
"su-śevaḥ"	"root"	"Nom"	"ADJ"			"śaṃ no bhava hṛda ā pīta indo piteva soma sūnave suśevaḥ /"	"ṚV, 8, 48, 4"	"Ṛgveda"	3687	"ADV"	"ADJ"	"su"	"śeva"	"advmod"	"attrib"	"endo"	204329	218714	4731847	4731848	"2-MA"	"RV"	"Śākala"	"S"	"metrical"
"su-sūkṣmam"	"conj"	"Nom"	"ADJ"	"adreśyam"	"ADJ"	"nityaṃ vibhuṃ sarvagataṃ susūkṣmaṃ tad avyayaṃ yad bhūtayoniṃ paripaśyanti dhīrāḥ //"	"MuṇḍU, 1, 1, 6"	"Muṇḍakopaniṣad"	4049	"ADV"	"ADJ"	"su"	"sūkṣma"	"advmod"	"attrib"	"endo"	204329	98963	4481235	4481236	"5-SU"	"AV"	"Śaunaka"	"U"	"prose"
"su-upavañcanā"	"conj"	"Nom"	"ADJ"	"upāyanā"	"NOUN"	"ucchvañcasva pṛthivi mā ni bādhathāḥ sūpāyanāsmai bhava sūpavañcanā /"	"ṚV, 10, 18, 11"	"Ṛgveda"	3861	"ADV"	"ADJ"	"su"	"upavañcana"	"advmod"	"attrib"	"endo"	204329	219409	4405307	4405308	"2-MA"	"RV"	"Śākala"	"S"	"metrical"
"ācārya-adhīnaḥ"	"root"	"Nom"	"ADJ"			"ācāryādhīnaḥ syād anyatra patanīyebhyaḥ //"	"ĀpDhS, 1, 2, 19"	"Āpastambadharmasūtra"	7461	"NOUN"	"ADJ"	"ācārya"	"adhīna"	"obl"	"subord"	"endo"	57430	9602	5396189	5396190	"5-SU"	"Black YV"	"Taittirīya"	"DhS"	"prose"
"ācārya-adhīnaḥ"	"root"	"Nom"	"ADJ"			"ācāryādhīno bhavānyatrādharmacaraṇāt //"	"GobhGS, 3, 1, 15"	"Gobhilagṛhyasūtra"	389	"NOUN"	"ADJ"	"ācārya"	"adhīna"	"obl"	"subord"	"endo"	57430	9602	5180879	5180880	"5-SU"	"SV"	"Kauthuma"	"GS"	"prose"
"ācārya-adhīnaḥ"	"root"	"Nom"	"ADJ"			"ācāryādhīnaḥ //"	"KhādGS, 2, 5, 25"	"Khādiragṛhyasūtra"	974	"NOUN"	"ADJ"	"ācārya"	"adhīna"	"obl"	"subord"	"endo"	57430	9602	4996648	4996649	"5-SU"	"SV"	"Rāṇāyanīya"	"GS"	"prose"
"āditya-abhimukham"	"advmod"	"Acc"	"ADJ"	"vikṣipya"	"VERB"	"tato mandaṃ niḥśvasya dhautaṃ paridhāyānupamṛjya vāsaḥ prātaḥ sūryaś cetyādinācamyāpohiṣṭhādibhir ṛgbhis tisṛbhiḥ prokṣya gāyatryāpo 'bhimantryādityābhimukhaṃ vikṣipya pradakṣiṇaṃ karoti //"	"VaikhGṛS, 1, 3, 5"	"Vaikhānasagṛhyasūtra"	535	"NOUN"	"ADJ"	"āditya"	"abhimukha"	"nmod"	"subord"	"endo"	58039	22470	5442463	5442464	"5-SU"	"Black YV"	"Taittirīya"	"GS"	"prose"
"agni-kalpaḥ"	"ccomp"	"Nom"	"ADJ"	"āhuḥ"	"VERB"	"ābhyo 'dbhyo 'dhi prajāyeyeti so 'nayā trayyā vidyayā sahāpaḥ prāviśat tata āṇḍaṃ samavartata tadabhyamṛśad astvity astu bhūyo 'stv ity eva tadabravīt tato brahmaiva prathamamasṛjyata trayyeva vidyā tasmād āhur brahmāsya sarvasya prathamajamity api hi tasmāt puruṣād brahmaiva pūrvam asṛjyata tadasya tanmukham evāsṛjyata tasmād anūcānam āhur agnikalpa iti mukhaṃ hyetad agner yad brahma //"	"ŚBM, 6, 1, 1, 10"	"Śatapathabrāhmaṇa"	2515	"NOUN"	"ADJ"	"agni"	"kalpa"	"nmod"	"subord"	"endo"	5705	12696	5068148	5068149	"3-PO"	"White YV"	"Mādhyandina"	"B"	"prose"
"aja-babhru"	"vocative"	"Voc"	"ADJ"	"kānīnaḥ"	"ADJ"	"silācī nāma kānīno 'jababhru pitā tava /"	"AVŚ, 5, 5, 8"	"Atharvaveda (Śaunaka)"	4376	"NOUN"	"ADJ"	"aja"	"babhru"	"nmod"	"subord"	"endo"	6485	154259	4542597	4542598	"2-MA"	"AV"	"Śaunaka"	"S"	"metrical"
"akṣa-mātrī"	"conj"	"Nom"	"ADJ"	"mātrī"	"ADJ"	"ratheṣāmātrī prācī bhavati yugamātrī purastād akṣamātrī paścāt //"	"BhārŚS, 7, 2, 18"	"Bhāradvājaśrautasūtra"	7114	"NOUN"	"ADJ"	"akṣa"	"mātra"	"nmod"	"subord"	"endo"	5380	78186	5238736	5238737	"5-SU"	"Black YV"	"Taittirīya"	"ŚS"	"prose"
"amitra-dambhanam"	"acl"	"Acc"	"ADJ"	"ratham"	"NOUN"	"bṛhaspate bhīmam amitradambhanaṃ rakṣohaṇaṃ gotrabhidaṃ svarvidam //"	"ṚV, 2, 23, 3"	"Ṛgveda"	3237	"NOUN"	"ADJ"	"amitra"	"dambhana"	"obj"	"subord"	"endo"	31815	101199	4408587	4408588	"1-RV"	"RV"	"Śākala"	"S"	"metrical"
"aṇūka-mātryaḥ"	"conj"	"Acc"	"ADJ"	"mātryaḥ"	"ADJ"	"mṛnmayīr iṣṭakāḥ karoti pādamātryo 'ratnimātrya ūrvasthimātryo 'ṇūkamātrya ṛjulekhā dakṣiṇāvṛtaḥ savyāvṛtas tryālikhitāś ca //"	"ĀpŚS, 16, 13, 6"	"Āpastambaśrautasūtra"	6088	"NOUN"	"ADJ"	"anūka"	"mātra"	"nmod"	"subord"	"endo"	11507	78186	5038892	5038893	"5-SU"	"Black YV"	"Taittirīya"	"ŚS"	"prose"
"aparājitā-abhimukhaḥ"	"advcl"	"Nom"	"ADJ"	"āsīnaḥ"	"VERB"	"tīrthadeśe rathacakram āruhyāparājitābhimukho 'śvarathān īkṣamāṇa āsīno vājasāmābhigāyati trir āvir maryā ā vājaṃ vājino 'gman /"	"VaitS, 4, 3, 8"	"Vaitānasūtra"	6997	"NOUN"	"ADJ"	"aparājitā"	"abhimukha"	"obl"	"subord"	"endo"	20998	22470	5256131	5256132	"5-SU"	"AV"	"Śaunaka"	"ŚS"	"prose"
